id,name,description,image_url,kcals_per_serving
3243,"'CORN FLR,DEGERMED,UNENR,YEL'","'CORN FLR,DEGERMED,UNENR,YEL'",,375
3244,"'CORN FLR,MASA,ENR,WHITE'","'CORN FLR,MASA,ENR,WHITE'",,363
3245,"'CORN FLR,MASA,ENR,YEL'","'CORN FLR,MASA,ENR,YEL'",,363
3246,"'CORN FLR,MASA,UNENR,WHITE'","'CORN FLR,MASA,UNENR,WHITE'",,363
3247,"'CORN FLR,WHOLE-GRAIN,BLUE (HARINA DE MAIZ MORADO)'","'CORN FLR,WHOLE-GRAIN,BLUE (HARINA DE MAIZ MORADO)'",,364
3248,"'CORN FLR,WHOLE-GRAIN,WHITE'","'CORN FLR,WHOLE-GRAIN,WHITE'",,361
3249,"'CORN FLR,WHOLE-GRAIN,YEL'","'CORN FLR,WHOLE-GRAIN,YEL'",,361
3250,"'CORN GRAIN,WHITE'","'CORN GRAIN,WHITE'",,365
3251,"'CORN GRAIN,YEL'","'CORN GRAIN,YEL'",,365
3252,"'CORN PUDD,HOME PREP'","'CORN PUDD,HOME PREP'",,131
3253,"'CORN W/RED&GRN PEPPERS,CND,SOL&LIQUIDS'","'CORN W/RED&GRN PEPPERS,CND,SOL&LIQUIDS'",,75
3254,"'CORN-BASED,EXTRUDED,CHIPS,BARBECUE-FLAVOR'","'CORN-BASED,EXTRUDED,CHIPS,BARBECUE-FLAVOR'",,523
3255,"'CORN-BASED,EXTRUDED,CONES,PLN'","'CORN-BASED,EXTRUDED,CONES,PLN'",,510
3256,"'CORN-BASED,EXTRUDED,PUFFS OR TWISTS,CHEESE-FLAVOR'","'CORN-BASED,EXTRUDED,PUFFS OR TWISTS,CHEESE-FLAVOR'",,560
3257,"'CORN,DRIED (NAVAJO)'","'CORN,DRIED (NAVAJO)'",,386
3258,"'CORN,DRIED,YEL (NORTHERN PLAINS INDIANS)'","'CORN,DRIED,YEL (NORTHERN PLAINS INDIANS)'",,419
3259,"'CORN,SWEET,WHITE,RAW'","'CORN,SWEET,WHITE,RAW'",,86
3260,"'CORN,SWT,WHITE,CKD,BLD,DRND,W/SALT'","'CORN,SWT,WHITE,CKD,BLD,DRND,W/SALT'",,97
3261,"'CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT'","'CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT'",,97
3262,"'CORN,SWT,WHITE,CND,CRM STYLE,NO SALT'","'CORN,SWT,WHITE,CND,CRM STYLE,NO SALT'",,72
3263,"'CORN,SWT,WHITE,CND,CRM STYLE,REG PK'","'CORN,SWT,WHITE,CND,CRM STYLE,REG PK'",,74
3264,"'CORN,SWT,WHITE,CND,VACUUM PK,NO SALT'","'CORN,SWT,WHITE,CND,VACUUM PK,NO SALT'",,79
3265,"'CORN,SWT,WHITE,CND,VACUUM PK,REG PK'","'CORN,SWT,WHITE,CND,VACUUM PK,REG PK'",,79
3266,"'CORN,SWT,WHITE,CND,WHL KERNEL,DRND SOL'","'CORN,SWT,WHITE,CND,WHL KERNEL,DRND SOL'",,71
3267,"'CORN,SWT,WHITE,CND,WHL KERNEL,NO SALT,SOL&LIQUIDS'","'CORN,SWT,WHITE,CND,WHL KERNEL,NO SALT,SOL&LIQUIDS'",,64
3268,"'CORN,SWT,WHITE,CND,WHL KERNEL,REG PK,SOL&LIQUIDS'","'CORN,SWT,WHITE,CND,WHL KERNEL,REG PK,SOL&LIQUIDS'",,64
3269,"'CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,W/SALT'","'CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,W/SALT'",,80
3270,"'CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT'","'CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT'",,80
3271,"'CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,UNPREP'","'CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,UNPREP'",,88
3272,"'CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT'","'CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT'",,94
3273,"'CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,WO/SALT'","'CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,WO/SALT'",,94
3274,"'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP'","'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP'",,98
3275,"'CORN,SWT,YEL,CKD,BLD,DRND,W/SALT'","'CORN,SWT,YEL,CKD,BLD,DRND,W/SALT'",,96
3276,"'CORN,SWT,YEL,CKD,BLD,DRND,WO/SALT'","'CORN,SWT,YEL,CKD,BLD,DRND,WO/SALT'",,96
3277,"'CORN,SWT,YEL,CND,BRINE PK,REG PK,SOL&LIQUIDS'","'CORN,SWT,YEL,CND,BRINE PK,REG PK,SOL&LIQUIDS'",,61
3278,"'CORN,SWT,YEL,CND,CRM STYLE,NO SALT'","'CORN,SWT,YEL,CND,CRM STYLE,NO SALT'",,72
3279,"'CORN,SWT,YEL,CND,CRM STYLE,REG PK'","'CORN,SWT,YEL,CND,CRM STYLE,REG PK'",,72
3280,"'CORN,SWT,YEL,CND,DRND SOL,RINSED W/ TAP H2O'","'CORN,SWT,YEL,CND,DRND SOL,RINSED W/ TAP H2O'",,74
3281,"'CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS'","'CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS'",,61
3282,"'CORN,SWT,YEL,CND,VACUUM PK,NO SALT'","'CORN,SWT,YEL,CND,VACUUM PK,NO SALT'",,79
3283,"'CORN,SWT,YEL,CND,VACUUM PK,REG PK'","'CORN,SWT,YEL,CND,VACUUM PK,REG PK'",,79
3284,"'CORN,SWT,YEL,CND,WHL KERNEL,DRND SOL'","'CORN,SWT,YEL,CND,WHL KERNEL,DRND SOL'",,71
3285,"'CORN,SWT,YEL,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT'","'CORN,SWT,YEL,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT'",,81
3286,"'CORN,SWT,YEL,FRZ,KRNLS CUT OFF COB,UNPREP'","'CORN,SWT,YEL,FRZ,KRNLS CUT OFF COB,UNPREP'",,88
3287,"'CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT'","'CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT'",,94
3288,"'CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,WO/SALT'","'CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,WO/SALT'",,94
3289,"'CORN,SWT,YEL,FRZ,KRNLS ON COB,UNPREP'","'CORN,SWT,YEL,FRZ,KRNLS ON COB,UNPREP'",,98
3290,"'CORN,SWT,YEL,FRZ,KRNLS,CUT OFF COB,BLD,DRND,W/SALT'","'CORN,SWT,YEL,FRZ,KRNLS,CUT OFF COB,BLD,DRND,W/SALT'",,79
3291,"'CORN,SWT,YEL,RAW'","'CORN,SWT,YEL,RAW'",,86
3292,"'CORN,WHITE,STMD (NAVAJO)'","'CORN,WHITE,STMD (NAVAJO)'",,386
3293,"'CORN,YEL,WHL KERNEL,FRZ,MICROWAVED'","'CORN,YEL,WHL KERNEL,FRZ,MICROWAVED'",,131
3294,"'CORNED BEEF LOAF,JELLIED'","'CORNED BEEF LOAF,JELLIED'",,153
3295,'CORNED BF & POTATOES IN TORTILLA (APACHE)','CORNED BF & POTATOES IN TORTILLA (APACHE)',,224
3296,"'CORNMEAL,BLUE (NAVAJO)'","'CORNMEAL,BLUE (NAVAJO)'",,398
3297,"'CORNMEAL,DEGERMED,ENR,WHITE'","'CORNMEAL,DEGERMED,ENR,WHITE'",,370
3298,"'CORNMEAL,DEGERMED,ENR,YEL'","'CORNMEAL,DEGERMED,ENR,YEL'",,370
3299,"'CORNMEAL,DEGERMED,UNENR,WHITE'","'CORNMEAL,DEGERMED,UNENR,WHITE'",,370
3300,"'CORNMEAL,DEGERMED,UNENR,YEL'","'CORNMEAL,DEGERMED,UNENR,YEL'",,370
3301,"'CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,WHITE'","'CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,WHITE'",,334
3302,"'CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,YEL'","'CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,YEL'",,334
3303,"'CORNMEAL,SELF-RISING,BOLTED,W/WHEAT FLR,ENR,WHITE'","'CORNMEAL,SELF-RISING,BOLTED,W/WHEAT FLR,ENR,WHITE'",,348
3304,"'CORNMEAL,SELF-RISING,BOLTED,W/WHEAT FLR,ENR,YEL'","'CORNMEAL,SELF-RISING,BOLTED,W/WHEAT FLR,ENR,YEL'",,348
3305,"'CORNMEAL,SELF-RISING,DEGERMED,ENR,WHITE'","'CORNMEAL,SELF-RISING,DEGERMED,ENR,WHITE'",,355
3306,"'CORNMEAL,SELF-RISING,DEGERMED,ENR,YEL'","'CORNMEAL,SELF-RISING,DEGERMED,ENR,YEL'",,355
3307,"'CORNMEAL,WHITE (NAVAJO)'","'CORNMEAL,WHITE (NAVAJO)'",,398
3308,"'CORNMEAL,WHOLE-GRAIN,WHITE'","'CORNMEAL,WHOLE-GRAIN,WHITE'",,362
3309,"'CORNMEAL,WHOLE-GRAIN,YEL'","'CORNMEAL,WHOLE-GRAIN,YEL'",,362
3310,"'CORNMEAL,YEL (NAVAJO)'","'CORNMEAL,YEL (NAVAJO)'",,384
3311,"'CORNNUTS,BARBECUE-FLAVOR'","'CORNNUTS,BARBECUE-FLAVOR'",,436
3312,"'CORNNUTS,PLAIN'","'CORNNUTS,PLAIN'",,446
3313,"'CORNSALAD,RAW'","'CORNSALAD,RAW'",,21
3314,'CORNSTARCH','CORNSTARCH',,381
3315,"'COTTONSEED FLR,LOFAT (GLANDLESS)'","'COTTONSEED FLR,LOFAT (GLANDLESS)'",,332
3316,"'COTTONSEED FLR,PART DEFATTED (GLANDLESS)'","'COTTONSEED FLR,PART DEFATTED (GLANDLESS)'",,359
3317,"'COTTONSEED KRNLS,RSTD (GLANDLESS)'","'COTTONSEED KRNLS,RSTD (GLANDLESS)'",,506
3318,"'COTTONSEED MEAL,PART DEFATTED (GLANDLESS)'","'COTTONSEED MEAL,PART DEFATTED (GLANDLESS)'",,367
3319,"'COUSCOUS,COOKED'","'COUSCOUS,COOKED'",,112
3320,"'COUSCOUS,DRY'","'COUSCOUS,DRY'",,376
3321,"'COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,W/ SALT'","'COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,W/ SALT'",,94
3322,"'COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,WO/ SALT'","'COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,WO/ SALT'",,97
3323,"'COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/ SALT'","'COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/ SALT'",,131
3324,"'COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,UNPREP'","'COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,UNPREP'",,139
3325,"'COWPEAS (BLACKEYES),IMMAT SEEDS,RAW'","'COWPEAS (BLACKEYES),IMMAT SEEDS,RAW'",,90
3326,"'COWPEAS (BLACKEYES),IMMTRE SEEDS,FRZ,CKD,BLD,DRND,WO/SALT'","'COWPEAS (BLACKEYES),IMMTRE SEEDS,FRZ,CKD,BLD,DRND,WO/SALT'",,132
3327,"'COWPEAS,CATJANG,MATURE SEEDS,CKD,BLD,W/SALT'","'COWPEAS,CATJANG,MATURE SEEDS,CKD,BLD,W/SALT'",,117
3328,"'COWPEAS,CATJANG,MATURE SEEDS,CKD,BLD,WO/SALT'","'COWPEAS,CATJANG,MATURE SEEDS,CKD,BLD,WO/SALT'",,117
3329,"'COWPEAS,CATJANG,MATURE SEEDS,RAW'","'COWPEAS,CATJANG,MATURE SEEDS,RAW'",,343
3330,"'COWPEAS,COMMON (BLACKEYES,CROWDER,SOUTHERN),MTRE SEEDS,RAW'","'COWPEAS,COMMON (BLACKEYES,CROWDER,SOUTHERN),MTRE SEEDS,RAW'",,336
3331,"'COWPEAS,COMMON (BLKEYES,CRWDR,STHRN),MTURE,CKD,BLD,WO/SALT'","'COWPEAS,COMMON (BLKEYES,CRWDR,STHRN),MTURE,CKD,BLD,WO/SALT'",,116
3332,"'COWPEAS,COMMON,MATURE SEEDS,CKD,BLD,W/SALT'","'COWPEAS,COMMON,MATURE SEEDS,CKD,BLD,W/SALT'",,116
3333,"'COWPEAS,COMMON,MATURE SEEDS,CND W/PORK'","'COWPEAS,COMMON,MATURE SEEDS,CND W/PORK'",,83
3334,"'COWPEAS,COMMON,MATURE SEEDS,CND,PLN'","'COWPEAS,COMMON,MATURE SEEDS,CND,PLN'",,77
3335,"'COWPEAS,LEAFY TIPS,CKD,BLD,DRND,W/SALT'","'COWPEAS,LEAFY TIPS,CKD,BLD,DRND,W/SALT'",,22
3336,"'COWPEAS,LEAFY TIPS,CKD,BLD,DRND,WO/SALT'","'COWPEAS,LEAFY TIPS,CKD,BLD,DRND,WO/SALT'",,22
3337,"'COWPEAS,LEAFY TIPS,RAW'","'COWPEAS,LEAFY TIPS,RAW'",,29
3338,"'COWPEAS,YOUNG PODS W/SEEDS,CKD,BLD,DRND,W/SALT'","'COWPEAS,YOUNG PODS W/SEEDS,CKD,BLD,DRND,W/SALT'",,34
3339,"'COWPEAS,YOUNG PODS W/SEEDS,CKD,BLD,DRND,WO/SALT'","'COWPEAS,YOUNG PODS W/SEEDS,CKD,BLD,DRND,WO/SALT'",,34
3340,"'COWPEAS,YOUNG PODS W/SEEDS,RAW'","'COWPEAS,YOUNG PODS W/SEEDS,RAW'",,44
3341,"'CRAB,ALASKA KING,CKD,MOIST HEAT'","'CRAB,ALASKA KING,CKD,MOIST HEAT'",,97
3342,"'CRAB,ALASKA KING,IMITN,MADE FROM SURIMI'","'CRAB,ALASKA KING,IMITN,MADE FROM SURIMI'",,95
3343,"'CRAB,ALASKA KING,RAW'","'CRAB,ALASKA KING,RAW'",,84
3344,"'CRAB,BLUE,CANNED'","'CRAB,BLUE,CANNED'",,83
3345,"'CRAB,BLUE,CKD,MOIST HEAT'","'CRAB,BLUE,CKD,MOIST HEAT'",,83
3346,"'CRAB,BLUE,RAW'","'CRAB,BLUE,RAW'",,87
3347,"'CRAB,DUNGENESS,CKD,MOIST HEAT'","'CRAB,DUNGENESS,CKD,MOIST HEAT'",,110
3348,"'CRAB,DUNGENESS,RAW'","'CRAB,DUNGENESS,RAW'",,86
3349,"'CRAB,QUEEN,CKD,MOIST HEAT'","'CRAB,QUEEN,CKD,MOIST HEAT'",,115
3350,"'CRAB,QUEEN,RAW'","'CRAB,QUEEN,RAW'",,90
3351,"'CRABAPPLES,RAW'","'CRABAPPLES,RAW'",,76
3352,"'CRACKER BARREL,CHICK TENDERLOIN PLATTER,FRIED'","'CRACKER BARREL,CHICK TENDERLOIN PLATTER,FRIED'",,293
3353,"'CRACKER BARREL,CHICK TENDERLOIN PLATTER,FRIED,FRM KID'S MENU'","'CRACKER BARREL,CHICK TENDERLOIN PLATTER,FRIED,FRM KID'S MENU'",,294
3354,"'CRACKER BARREL,COLESLAW'","'CRACKER BARREL,COLESLAW'",,175
3355,"'CRACKER BARREL,COUNTRY FRIED SHRIMP PLATTER'","'CRACKER BARREL,COUNTRY FRIED SHRIMP PLATTER'",,287
3356,"'CRACKER BARREL,FARM RAISED CATFISH PLATTER'","'CRACKER BARREL,FARM RAISED CATFISH PLATTER'",,266
3357,"'CRACKER BARREL,GRILLED SIRLOIN STEAK'","'CRACKER BARREL,GRILLED SIRLOIN STEAK'",,203
3358,"'CRACKER BARREL,MACARONI N' CHS'","'CRACKER BARREL,MACARONI N' CHS'",,194
3359,"'CRACKER BARREL,MACARONI N' CHS PLATE,FROM KID'S MENU'","'CRACKER BARREL,MACARONI N' CHS PLATE,FROM KID'S MENU'",,192
3360,"'CRACKER BARREL,ONION RINGS,THICK-CUT'","'CRACKER BARREL,ONION RINGS,THICK-CUT'",,327
3361,"'CRACKER BARREL,STEAK FRIES'","'CRACKER BARREL,STEAK FRIES'",,255
3362,'CRACKER MEAL','CRACKER MEAL',,383
3363,"'CRACKERS,CHEESE,REGULAR'","'CRACKERS,CHEESE,REGULAR'",,489
3364,"'CRACKERS,CHS,LO NA'","'CRACKERS,CHS,LO NA'",,503
3365,"'CRACKERS,CHS,RED FAT'","'CRACKERS,CHS,RED FAT'",,418
3366,"'CRACKERS,CHS,SANDWICH-TYPE W/ CHS FILLING'","'CRACKERS,CHS,SANDWICH-TYPE W/ CHS FILLING'",,490
3367,"'CRACKERS,CHS,SANDWICH-TYPE W/PNUT BUTTER FILLING'","'CRACKERS,CHS,SANDWICH-TYPE W/PNUT BUTTER FILLING'",,496
3368,"'CRACKERS,CHS,WHL GRAIN'","'CRACKERS,CHS,WHL GRAIN'",,412
3369,"'CRACKERS,CRISPBREAD,RYE'","'CRACKERS,CRISPBREAD,RYE'",,366
3370,"'CRACKERS,CRM,GAMESA SABROSAS'","'CRACKERS,CRM,GAMESA SABROSAS'",,484
3371,"'CRACKERS,CRM,LA MODERNA RIKIS CRM CRACKERS'","'CRACKERS,CRM,LA MODERNA RIKIS CRM CRACKERS'",,464
3372,"'CRACKERS,MATZO,EGG'","'CRACKERS,MATZO,EGG'",,391
3373,"'CRACKERS,MATZO,EGG&ONION'","'CRACKERS,MATZO,EGG&ONION'",,391
3374,"'CRACKERS,MATZO,PLAIN'","'CRACKERS,MATZO,PLAIN'",,395
3375,"'CRACKERS,MATZO,WHOLE-WHEAT'","'CRACKERS,MATZO,WHOLE-WHEAT'",,351
3376,"'CRACKERS,MELBA TOAST,PLN'","'CRACKERS,MELBA TOAST,PLN'",,390
3377,"'CRACKERS,MELBA TOAST,PLN,WO/SALT'","'CRACKERS,MELBA TOAST,PLN,WO/SALT'",,390
3378,"'CRACKERS,MELBA TOAST,RYE (INCL PUMPERNICKEL)'","'CRACKERS,MELBA TOAST,RYE (INCL PUMPERNICKEL)'",,389
3379,"'CRACKERS,MELBA TOAST,WHEAT'","'CRACKERS,MELBA TOAST,WHEAT'",,374
3380,"'CRACKERS,MILK'","'CRACKERS,MILK'",,455
3381,"'CRACKERS,MULTIGRAIN'","'CRACKERS,MULTIGRAIN'",,482
3382,"'CRACKERS,RUSK TOAST'","'CRACKERS,RUSK TOAST'",,407
3383,"'CRACKERS,RYE,SANDWICH-TYPE W/CHS FILLING'","'CRACKERS,RYE,SANDWICH-TYPE W/CHS FILLING'",,481
3384,"'CRACKERS,RYE,WAFERS,PLAIN'","'CRACKERS,RYE,WAFERS,PLAIN'",,334
3385,"'CRACKERS,RYE,WAFERS,SEASONED'","'CRACKERS,RYE,WAFERS,SEASONED'",,381
3386,"'CRACKERS,SALTINES (INCL OYSTER,SODA,SOUP)'","'CRACKERS,SALTINES (INCL OYSTER,SODA,SOUP)'",,418
3387,"'CRACKERS,SALTINES,FAT-FREE,LOW-SODIUM'","'CRACKERS,SALTINES,FAT-FREE,LOW-SODIUM'",,393
3388,"'CRACKERS,SALTINES,LO SALT (INCL OYSTER,SODA,SOUP)'","'CRACKERS,SALTINES,LO SALT (INCL OYSTER,SODA,SOUP)'",,421
3389,"'CRACKERS,SALTINES,UNSALTED TOPS (INCL OYSTER,SODA,SOUP)'","'CRACKERS,SALTINES,UNSALTED TOPS (INCL OYSTER,SODA,SOUP)'",,434
3390,"'CRACKERS,SALTINES,WHL WHEAT (INCLUDES MULTI-GRAIN)'","'CRACKERS,SALTINES,WHL WHEAT (INCLUDES MULTI-GRAIN)'",,398
3391,"'CRACKERS,SNACK,GOYA CRACKERS'","'CRACKERS,SNACK,GOYA CRACKERS'",,433
3392,"'CRACKERS,STD SNACK-TYPE,REG'","'CRACKERS,STD SNACK-TYPE,REG'",,510
3393,"'CRACKERS,STD SNACK-TYPE,REG,LO SALT'","'CRACKERS,STD SNACK-TYPE,REG,LO SALT'",,502
3394,"'CRACKERS,STD SNACK-TYPE,SNDWCH,W/CHS FILLING'","'CRACKERS,STD SNACK-TYPE,SNDWCH,W/CHS FILLING'",,477
3395,"'CRACKERS,STD SNACK-TYPE,SNDWCH,W/PNUT BUTTER FILLING'","'CRACKERS,STD SNACK-TYPE,SNDWCH,W/PNUT BUTTER FILLING'",,494
3396,"'CRACKERS,STD SNACK-TYPE,W/ WHL WHEAT'","'CRACKERS,STD SNACK-TYPE,W/ WHL WHEAT'",,463
3397,"'CRACKERS,WHEAT,LOW SALT'","'CRACKERS,WHEAT,LOW SALT'",,473
3398,"'CRACKERS,WHEAT,RED FAT'","'CRACKERS,WHEAT,RED FAT'",,444
3399,"'CRACKERS,WHEAT,REGULAR'","'CRACKERS,WHEAT,REGULAR'",,455
3400,"'CRACKERS,WHEAT,SNDWCH,W/CHS FILLING'","'CRACKERS,WHEAT,SNDWCH,W/CHS FILLING'",,497
3401,"'CRACKERS,WHEAT,SNDWCH,W/PNUT BUTTER FILLING'","'CRACKERS,WHEAT,SNDWCH,W/PNUT BUTTER FILLING'",,495
3402,"'CRACKERS,WHOLE-WHEAT'","'CRACKERS,WHOLE-WHEAT'",,427
3403,"'CRACKERS,WHOLE-WHEAT,LO SALT'","'CRACKERS,WHOLE-WHEAT,LO SALT'",,443
3404,"'CRACKERS,WHOLE-WHEAT,RED FAT'","'CRACKERS,WHOLE-WHEAT,RED FAT'",,416
3405,"'CRANBERRIES,DRIED,SWTND'","'CRANBERRIES,DRIED,SWTND'",,308
3406,"'CRANBERRIES,RAW'","'CRANBERRIES,RAW'",,46
3407,"'CRANBERRIES,WILD,BUSH,RAW (ALASKA NATIVE)'","'CRANBERRIES,WILD,BUSH,RAW (ALASKA NATIVE)'",,55
3408,"'CRANBERRY JUC COCKTAIL,BTLD'","'CRANBERRY JUC COCKTAIL,BTLD'",,54
3409,"'CRANBERRY JUC COCKTAIL,BTLD,LO CAL,W/CA,SACCHARIN&CORN SWTNR'","'CRANBERRY JUC COCKTAIL,BTLD,LO CAL,W/CA,SACCHARIN&CORN SWTNR'",,19
3410,"'CRANBERRY JUC COCKTAIL,FRZ CONC'","'CRANBERRY JUC COCKTAIL,FRZ CONC'",,201
3411,"'CRANBERRY JUC COCKTAIL,FRZ CONC,PREP W/ H2O'","'CRANBERRY JUC COCKTAIL,FRZ CONC,PREP W/ H2O'",,47
3412,"'CRANBERRY JUC,UNSWTND'","'CRANBERRY JUC,UNSWTND'",,46
3413,"'CRANBERRY SAU,CND,SWTND'","'CRANBERRY SAU,CND,SWTND'",,151
3414,"'CRANBERRY-APPLE JUC DRK,BTLD'","'CRANBERRY-APPLE JUC DRK,BTLD'",,63
3415,"'CRANBERRY-APPLE JUC DRK,LO CAL,W/VIT C'","'CRANBERRY-APPLE JUC DRK,LO CAL,W/VIT C'",,19
3416,"'CRANBERRY-APRICOT JUC DRK,BTLD'","'CRANBERRY-APRICOT JUC DRK,BTLD'",,64
3417,"'CRANBERRY-GRAPE JUC DRK,BTLD'","'CRANBERRY-GRAPE JUC DRK,BTLD'",,56
3418,"'CRANBERRY-ORANGE RELISH,CND'","'CRANBERRY-ORANGE RELISH,CND'",,178
3419,"'CRANBERRY,LO BUSH OR LINGENBERRY,RAW (ALASKA NATIVE)'","'CRANBERRY,LO BUSH OR LINGENBERRY,RAW (ALASKA NATIVE)'",,55
3420,"'CRAYFISH,MXD SP,FARMED,CKD,MOIST HEAT'","'CRAYFISH,MXD SP,FARMED,CKD,MOIST HEAT'",,87
3421,"'CRAYFISH,MXD SP,FARMED,RAW'","'CRAYFISH,MXD SP,FARMED,RAW'",,72
3422,"'CRAYFISH,MXD SP,WILD,CKD,MOIST HEAT'","'CRAYFISH,MXD SP,WILD,CKD,MOIST HEAT'",,82
3423,"'CRAYFISH,MXD SP,WILD,RAW'","'CRAYFISH,MXD SP,WILD,RAW'",,77
3424,"'CREAM PUFF SHELL,PREP FROM RECIPE'","'CREAM PUFF SHELL,PREP FROM RECIPE'",,362
3425,"'CREAM PUFF,ECLAIR,CUSTARD OR CRM FILLED,ICED'","'CREAM PUFF,ECLAIR,CUSTARD OR CRM FILLED,ICED'",,334
3426,"'CREAM SUB,FLAV,LIQ'","'CREAM SUB,FLAV,LIQ'",,251
3427,"'CREAM SUB,FLAV,PDR'","'CREAM SUB,FLAV,PDR'",,482
3428,"'CREAM SUB,LIQ,LT'","'CREAM SUB,LIQ,LT'",,71
3429,"'CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT'","'CREAM SUB,LIQ,W/HYDR VEG OIL&SOY PROT'",,136
3430,"'CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE'","'CREAM SUB,LIQ,W/LAURIC ACID OIL&NA CASEINATE'",,136
3431,"'CREAM SUB,PDR,LT'","'CREAM SUB,PDR,LT'",,431
3432,"'CREAM SUBSTITUTE,POWDERED'","'CREAM SUBSTITUTE,POWDERED'",,545
3433,"'CREAM,FLUID,HALF AND HALF'","'CREAM,FLUID,HALF AND HALF'",,130
3434,"'CREAM,FLUID,HVY WHIPPING'","'CREAM,FLUID,HVY WHIPPING'",,345
3435,"'CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)'","'CREAM,FLUID,LT (COFFEE CRM OR TABLE CRM)'",,195
3436,"'CREAM,FLUID,LT WHIPPING'","'CREAM,FLUID,LT WHIPPING'",,292
3437,"'CREAM,HALF & HALF,FAT FREE'","'CREAM,HALF & HALF,FAT FREE'",,59
3438,"'CREAM,SOUR,CULTURED'","'CREAM,SOUR,CULTURED'",,193
3439,"'CREAM,SOUR,RED FAT,CULTURED'","'CREAM,SOUR,RED FAT,CULTURED'",,135
3440,"'CREAM,WHIPPED,CRM TOPPING,PRESSURIZED'","'CREAM,WHIPPED,CRM TOPPING,PRESSURIZED'",,257
3441,"'CREAMY DRSNG,MADE W/SOUR CRM AND/OR BTTRMLK&OIL,RED CAL'","'CREAMY DRSNG,MADE W/SOUR CRM AND/OR BTTRMLK&OIL,RED CAL'",,160
3442,"'CREAMY DRSNG,W/SOUR CRM AND/OR BTTRMLK&OIL,RED CAL,CHOL-FREE'","'CREAMY DRSNG,W/SOUR CRM AND/OR BTTRMLK&OIL,RED CAL,CHOL-FREE'",,140
3443,"'CRESS,GARDEN,CKD,BLD,DRND,W/SALT'","'CRESS,GARDEN,CKD,BLD,DRND,W/SALT'",,23
3444,"'CRESS,GARDEN,CKD,BLD,DRND,WO/SALT'","'CRESS,GARDEN,CKD,BLD,DRND,WO/SALT'",,23
3445,"'CRESS,GARDEN,RAW'","'CRESS,GARDEN,RAW'",,32
3446,"'CRISPED RICE BAR,ALMOND'","'CRISPED RICE BAR,ALMOND'",,458
3447,"'CRISPED RICE BAR,CHOC CHIP'","'CRISPED RICE BAR,CHOC CHIP'",,404
3448,"'CRISPY CHICK,BACON,& TOMATO CLUB SNDWCH,W/ CHS,LETUCE,& MAYO'","'CRISPY CHICK,BACON,& TOMATO CLUB SNDWCH,W/ CHS,LETUCE,& MAYO'",,257
3449,"'CRMY DRSG,MDE W/ SOUR CRM AND/OR BTRMLK & OIL,RED CAL,FTFREE'","'CRMY DRSG,MDE W/ SOUR CRM AND/OR BTRMLK & OIL,RED CAL,FTFREE'",,107
